quote_date,origin,destination,distance_miles,weight,equipment_type,commodity,mode,customer_id,lead_time_days,fuel_surcharge,quoted_price,actual_cost,won
2024-09-03,"Portland, OR","Salt Lake City, UT",770,25510,Dry Van,Chemicals,FTL,CUST-014,4,309.09,2494.33,2190.72,1
2024-09-03,"San Francisco, CA","Las Vegas, NV",570,35936,Dry Van,Automotive Parts,FTL,CUST-008,2,238.88,2151.03,1840.53,1
2024-09-03,"Chicago, IL","Atlanta, GA",720,39339,Reefer,Machinery,FTL,CUST-013,0,285.15,2787.7,2467.76,1
2024-09-03,"Dallas, TX","Los Angeles, CA",1400,32351,Dry Van,Automotive Parts,FTL,CUST-029,1,567.59,3692.08,3338.86,0
2024-09-03,"San Francisco, CA","Las Vegas, NV",570,31198,Reefer,Machinery,FTL,CUST-025,3,249.03,2383.04,2305.03,1
2024-09-03,"Nashville, TN","Charlotte, NC",400,3912,Reefer,Chemicals,LTL,CUST-012,6,178.53,3237.51,2757.42,0
2024-09-03,"Miami, FL","Chicago, IL",1370,35608,Reefer,Automotive Parts,FTL,CUST-036,1,596.23,5299.78,4885.87,0
2024-09-03,"Los Angeles, CA","Chicago, IL",2000,34432,Dry Van,Electronics,FTL,CUST-045,5,824.95,4959.51,4630.88,1
2024-09-03,"Portland, OR","Salt Lake City, UT",770,10329,Dry Van,Automotive Parts,LTL,CUST-019,0,322.16,3922.1,3585.3,0
2024-09-03,"Newark, NJ","Miami, FL",1280,12320,Reefer,Produce,LTL,CUST-050,1,548.98,8229.84,7034.12,1
2024-09-03,"Los Angeles, CA","Chicago, IL",2000,36478,Dry Van,Chemicals,FTL,CUST-025,0,798.69,4950.85,4754.96,0
2024-09-04,"Dallas, TX","Los Angeles, CA",1400,36209,Dry Van,Building Materials,FTL,CUST-041,0,602.57,4109.88,3488.29,0
2024-09-04,"Los Angeles, CA","Chicago, IL",2000,20362,Reefer,Chemicals,FTL,CUST-036,1,741.14,6557.92,5779.67,0
2024-09-04,"Los Angeles, CA","Chicago, IL",2000,33147,Flatbed,Automotive Parts,FTL,CUST-021,1,849.53,5859.73,5152.56,0
2024-09-04,"Seattle, WA","Denver, CO",1300,40129,Reefer,Building Materials,FTL,CUST-019,4,537.03,4760.48,4140.97,0
2024-09-04,"Denver, CO","Houston, TX",1050,24110,Dry Van,Automotive Parts,FTL,CUST-002,5,444.07,2963.51,2663.14,0
2024-09-04,"Phoenix, AZ","Kansas City, MO",1100,40594,Flatbed,Automotive Parts,FTL,CUST-014,1,427.79,3743.08,3308.1,0
2024-09-04,"Los Angeles, CA","Chicago, IL",2000,42500,Flatbed,Produce,FTL,CUST-015,3,832.29,6033.25,5531.67,0
2024-09-05,"Phoenix, AZ","Kansas City, MO",1100,28856,Reefer,Food & Beverage,FTL,CUST-048,1,511.86,4078.68,3689.99,1
2024-09-05,"Denver, CO","Houston, TX",1050,34528,Reefer,General Freight,FTL,CUST-027,0,471.08,3774.1,3457.94,0
2024-09-05,"Los Angeles, CA","Chicago, IL",2000,4915,Reefer,General Freight,LTL,CUST-031,2,849.27,10613.69,9516.53,0
2024-09-05,"Atlanta, GA","Newark, NJ",870,8801,Dry Van,Machinery,LTL,CUST-049,2,366.13,4438.07,3894.54,1
2024-09-05,"San Francisco, CA","Las Vegas, NV",570,28454,Reefer,Automotive Parts,FTL,CUST-020,1,222.86,2378.25,2195.92,1
2024-09-05,"Seattle, WA","Denver, CO",1300,33960,Flatbed,Electronics,FTL,CUST-048,2,586.76,4858.6,3944.86,0
2024-09-05,"Seattle, WA","Denver, CO",1300,41142,Dry Van,Electronics,FTL,CUST-049,5,562.07,3636.43,3318.4,0
2024-09-05,"Nashville, TN","Charlotte, NC",400,29737,Dry Van,Produce,FTL,CUST-035,5,156.15,1457.43,1351.48,0
2024-09-05,"Los Angeles, CA","Dallas, TX",1400,12273,Dry Van,Electronics,LTL,CUST-049,4,523.44,5866.25,5159.51,0
2024-09-06,"Houston, TX","Memphis, TN",600,41359,Flatbed,Building Materials,FTL,CUST-048,1,233.68,2169.96,1906.67,1
2024-09-06,"Minneapolis, MN","Detroit, MI",690,40789,Dry Van,Produce,FTL,CUST-007,1,298.13,2159.78,1877.94,0
2024-09-06,"Houston, TX","Memphis, TN",600,35406,Dry Van,Produce,FTL,CUST-042,0,246.63,1704.3,1581.75,1
2024-09-06,"Portland, OR","Salt Lake City, UT",770,20409,Dry Van,Produce,FTL,CUST-011,5,309.13,2545.01,2211.07,0
2024-09-07,"Miami, FL","Chicago, IL",1370,37082,Dry Van,Automotive Parts,FTL,CUST-013,0,566.2,4598.17,3926.46,0
2024-09-07,"Chicago, IL","Atlanta, GA",720,43692,Dry Van,Electronics,FTL,CUST-039,0,290.74,2341.59,2006.2,0
2024-09-07,"Los Angeles, CA","Dallas, TX",1400,22272,Reefer,Automotive Parts,FTL,CUST-013,2,557.59,4972.86,4314.78,0
2024-09-07,"Phoenix, AZ","Kansas City, MO",1100,36135,Reefer,Building Materials,FTL,CUST-008,1,469.04,4131.56,3687.76,0
2024-09-07,"Phoenix, AZ","Kansas City, MO",1100,34177,Dry Van,Automotive Parts,FTL,CUST-005,0,463.75,3591.95,3149.98,1
2024-09-07,"Chicago, IL","Atlanta, GA",720,13985,Reefer,Produce,LTL,CUST-003,1,298.95,4259.09,3723.92,0
2024-09-08,"Los Angeles, CA","Chicago, IL",2000,32951,Flatbed,Chemicals,FTL,CUST-038,0,810.87,5675.94,5186.6,0
2024-09-08,"Portland, OR","Salt Lake City, UT",770,2986,Reefer,Chemicals,LTL,CUST-039,4,353.37,5224.8,4843.23,0
2024-09-08,"Dallas, TX","Los Angeles, CA",1400,20201,Flatbed,Machinery,FTL,CUST-018,3,591.11,4301.13,4014.17,0
2024-09-08,"Nashville, TN","Charlotte, NC",400,22278,Dry Van,Electronics,FTL,CUST-046,0,156.34,1303.38,1195.71,0
2024-09-08,"Chicago, IL","Atlanta, GA",720,40609,Reefer,Chemicals,FTL,CUST-032,3,296.15,2894.14,2509.3,0
2024-09-08,"Newark, NJ","Miami, FL",1280,29681,Dry Van,Building Materials,FTL,CUST-043,0,535.84,4201.65,3679.27,0
2024-09-08,"Minneapolis, MN","Detroit, MI",690,42980,Dry Van,Produce,FTL,CUST-050,0,293.86,2110.99,1947.66,0
2024-09-08,"Houston, TX","Memphis, TN",600,27000,Dry Van,Automotive Parts,FTL,CUST-009,1,252.13,1920.39,1660.45,1
2024-09-08,"Nashville, TN","Charlotte, NC",400,42834,Reefer,General Freight,FTL,CUST-001,12,168.22,1799.1,1478.69,0
2024-09-08,"Denver, CO","Houston, TX",1050,20242,Reefer,Machinery,FTL,CUST-024,3,436.48,3987.28,3468.82,0
2024-09-09,"Nashville, TN","Charlotte, NC",400,11506,Dry Van,Chemicals,LTL,CUST-025,5,188.9,2174.68,1989.3,1
2024-09-09,"Phoenix, AZ","Kansas City, MO",1100,9314,Dry Van,General Freight,LTL,CUST-018,2,411.47,4788.9,4482.48,0
2024-09-09,"Phoenix, AZ","Kansas City, MO",1100,26173,Reefer,Machinery,FTL,CUST-044,0,457.03,4003.32,3457.29,0
2024-09-09,"Portland, OR","Salt Lake City, UT",770,41255,Dry Van,Machinery,FTL,CUST-013,0,341.9,2562.49,2125.9,0
2024-09-09,"Atlanta, GA","Newark, NJ",870,2161,Dry Van,Machinery,LTL,CUST-042,0,351.48,4495.88,3876.17,1
2024-09-09,"Newark, NJ","Miami, FL",1280,3967,Flatbed,General Freight,LTL,CUST-002,0,548.08,8157.51,7245.05,1
2024-09-09,"Chicago, IL","Atlanta, GA",720,21263,Flatbed,Machinery,FTL,CUST-029,3,310.25,2471.61,2251.87,0
2024-09-09,"Denver, CO","Houston, TX",1050,28049,Reefer,Building Materials,FTL,CUST-033,0,408.44,3766.94,3293.99,1
2024-09-09,"Los Angeles, CA","Dallas, TX",1400,4866,Reefer,Produce,LTL,CUST-032,0,612.2,7617.7,6843.1,0
2024-09-10,"Minneapolis, MN","Detroit, MI",690,12423,Reefer,Produce,LTL,CUST-007,3,297.3,4032.17,3609.69,1
2024-09-10,"Dallas, TX","Los Angeles, CA",1400,28963,Reefer,Food & Beverage,FTL,CUST-040,1,576.7,4902.96,4357.3,0
2024-09-10,"Portland, OR","Salt Lake City, UT",770,20133,Dry Van,Electronics,FTL,CUST-007,2,346.44,2494.12,2258.78,0
2024-09-10,"Los Angeles, CA","Chicago, IL",2000,8976,Dry Van,Food & Beverage,LTL,CUST-028,0,843.84,9219.23,7758.64,0
2024-09-10,"Phoenix, AZ","Kansas City, MO",1100,40200,Flatbed,Food & Beverage,FTL,CUST-002,1,481.22,4187.55,3639.51,0
2024-09-10,"Seattle, WA","Denver, CO",1300,40131,Dry Van,Chemicals,FTL,CUST-028,3,533.04,3849.91,3558.01,0
2024-09-10,"Los Angeles, CA","Chicago, IL",2000,41054,Dry Van,General Freight,FTL,CUST-035,3,850.28,5454.47,4888.69,0
2024-09-10,"Denver, CO","Houston, TX",1050,33391,Dry Van,General Freight,FTL,CUST-007,0,466.29,2885.92,2512.73,1
2024-09-10,"Los Angeles, CA","Dallas, TX",1400,27187,Dry Van,Food & Beverage,FTL,CUST-047,0,603.7,4025.69,3449.56,1
2024-09-11,"Los Angeles, CA","Chicago, IL",2000,41312,Reefer,Automotive Parts,FTL,CUST-002,1,883.02,6901.56,6052.76,0
2024-09-11,"Minneapolis, MN","Detroit, MI",690,28997,Dry Van,Food & Beverage,FTL,CUST-037,8,301.83,2156.52,2037.01,0
2024-09-11,"Miami, FL","Chicago, IL",1370,7223,Dry Van,Chemicals,LTL,CUST-037,0,620.19,7978.69,6970.27,1
2024-09-11,"San Francisco, CA","Las Vegas, NV",570,30726,Dry Van,Automotive Parts,FTL,CUST-029,6,241.99,2213.04,1952.34,0
2024-09-11,"Denver, CO","Houston, TX",1050,23514,Dry Van,Machinery,FTL,CUST-045,3,441.13,3206.36,2851.2,1
2024-09-11,"Denver, CO","Houston, TX",1050,6971,Reefer,Electronics,LTL,CUST-035,0,404.2,6482.15,5375.25,1
2024-09-11,"Nashville, TN","Charlotte, NC",400,36881,Flatbed,Machinery,FTL,CUST-007,0,171.87,1779.9,1464.87,1
2024-09-11,"Denver, CO","Houston, TX",1050,27878,Reefer,Automotive Parts,FTL,CUST-022,3,443.85,3593.28,3271.48,1
2024-09-11,"Dallas, TX","Los Angeles, CA",1400,29005,Dry Van,Machinery,FTL,CUST-029,4,582.05,4098.67,3360.8,1
2024-09-11,"Phoenix, AZ","Kansas City, MO",1100,7919,Flatbed,General Freight,LTL,CUST-026,0,488.24,5688.42,5285.27,0
2024-09-11,"Los Angeles, CA","Chicago, IL",2000,30241,Flatbed,General Freight,FTL,CUST-029,2,866.25,6214.1,5319.04,0
2024-09-12,"Minneapolis, MN","Detroit, MI",690,29755,Dry Van,Electronics,FTL,CUST-042,3,281.32,2196.91,1976.89,1
2024-09-12,"Minneapolis, MN","Detroit, MI",690,33328,Reefer,Produce,FTL,CUST-040,3,308.94,3059.37,2642.97,0
2024-09-12,"San Francisco, CA","Las Vegas, NV",570,43340,Dry Van,Machinery,FTL,CUST-010,13,250.74,2287.77,1907.95,0
2024-09-12,"Los Angeles, CA","Chicago, IL",2000,4595,Dry Van,General Freight,LTL,CUST-036,5,815.83,9788.07,7841.18,1
2024-09-12,"Houston, TX","Memphis, TN",600,37057,Dry Van,Building Materials,FTL,CUST-037,9,268.05,1747.32,1509.68,0
2024-09-12,"Portland, OR","Salt Lake City, UT",770,38308,Reefer,Automotive Parts,FTL,CUST-049,4,325.95,3335.1,2908.38,1
2024-09-12,"Chicago, IL","Atlanta, GA",720,9411,Dry Van,General Freight,LTL,CUST-048,4,326.08,3544.42,3402.47,1
2024-09-12,"Portland, OR","Salt Lake City, UT",770,24689,Dry Van,Food & Beverage,FTL,CUST-004,0,324.07,2450.62,2225.08,0
2024-09-12,"Atlanta, GA","Newark, NJ",870,9565,Reefer,General Freight,LTL,CUST-029,1,350.85,5637.29,4938.34,1
2024-09-12,"Atlanta, GA","Newark, NJ",870,8838,Reefer,Machinery,LTL,CUST-044,0,367.54,5824.02,4960.27,1
2024-09-13,"Nashville, TN","Charlotte, NC",400,24860,Dry Van,Chemicals,FTL,CUST-003,2,174.8,1446.22,1230.46,1
2024-09-13,"Houston, TX","Memphis, TN",600,37420,Dry Van,Building Materials,FTL,CUST-016,6,257.32,1683.56,1567.96,0
2024-09-13,"San Francisco, CA","Las Vegas, NV",570,27428,Flatbed,Produce,FTL,CUST-003,11,249.13,2310.83,2004.09,0
2024-09-13,"Newark, NJ","Miami, FL",1280,32826,Flatbed,Building Materials,FTL,CUST-050,0,561.81,5055.81,4081.01,0
2024-09-13,"Los Angeles, CA","Chicago, IL",2000,26789,Dry Van,Food & Beverage,FTL,CUST-024,2,825.57,5158.46,4607.02,0
2024-09-14,"Dallas, TX","Los Angeles, CA",1400,2618,Dry Van,Produce,LTL,CUST-002,5,561.31,5922.97,5669.62,0
2024-09-14,"Atlanta, GA","Newark, NJ",870,13994,Dry Van,Building Materials,LTL,CUST-040,0,366.85,3925.97,3643.24,1
2024-09-14,"Portland, OR","Salt Lake City, UT",770,29631,Flatbed,General Freight,FTL,CUST-009,0,320.46,2861.07,2460.25,1
2024-09-14,"Seattle, WA","Denver, CO",1300,33042,Reefer,Machinery,FTL,CUST-029,0,560.34,4350.91,3916.21,0
2024-09-14,"Los Angeles, CA","Dallas, TX",1400,37615,Dry Van,Produce,FTL,CUST-002,13,584.9,3326.85,3159.79,0
2024-09-14,"San Francisco, CA","Las Vegas, NV",570,23693,Dry Van,Building Materials,FTL,CUST-041,0,216.88,2164.1,1841.76,0
2024-09-15,"Miami, FL","Chicago, IL",1370,38542,Dry Van,Electronics,FTL,CUST-022,0,541.77,4609.02,4093.88,0
2024-09-15,"Minneapolis, MN","Detroit, MI",690,36354,Dry Van,Building Materials,FTL,CUST-044,0,324.47,2113.32,1939.01,1
2024-09-15,"Newark, NJ","Miami, FL",1280,20953,Dry Van,General Freight,FTL,CUST-012,0,542.63,4063.48,3776.02,0
2024-09-15,"Seattle, WA","Denver, CO",1300,28390,Dry Van,Building Materials,FTL,CUST-045,3,551.49,3840.05,3507.58,0
2024-09-15,"Denver, CO","Houston, TX",1050,4727,Dry Van,General Freight,LTL,CUST-047,4,454.73,5024.35,4193.39,0
2024-09-15,"Atlanta, GA","Newark, NJ",870,43406,Dry Van,Building Materials,FTL,CUST-042,2,389.46,2532.15,2466.82,1
2024-09-15,"Dallas, TX","Los Angeles, CA",1400,34925,Flatbed,Machinery,FTL,CUST-008,2,596.86,4035.05,3714.4,1
2024-09-15,"Los Angeles, CA","Chicago, IL",2000,9759,Reefer,Food & Beverage,LTL,CUST-026,1,904.35,10136.17,9373.57,1
2024-09-15,"Chicago, IL","Atlanta, GA",720,9235,Dry Van,Machinery,LTL,CUST-042,1,300.64,3621.09,3224.4,1
2024-09-15,"Atlanta, GA","Newark, NJ",870,39324,Reefer,Electronics,FTL,CUST-010,6,381.24,3194.9,2935.99,0
2024-09-16,"Denver, CO","Houston, TX",1050,20089,Dry Van,Chemicals,FTL,CUST-007,0,421.88,3080.98,2787.54,1
2024-09-16,"Atlanta, GA","Newark, NJ",870,11556,Flatbed,Building Materials,LTL,CUST-006,6,390.5,4941.82,4449.63,0
2024-09-16,"Denver, CO","Houston, TX",1050,37727,Dry Van,Produce,FTL,CUST-007,1,460.36,3260.09,2821.9,0
2024-09-16,"Dallas, TX","Los Angeles, CA",1400,12765,Dry Van,General Freight,LTL,CUST-042,3,630.13,6328.56,5664.95,1
2024-09-16,"Los Angeles, CA","Dallas, TX",1400,23850,Dry Van,Electronics,FTL,CUST-044,7,546.78,3616.38,3265.92,1
2024-09-16,"Atlanta, GA","Newark, NJ",870,20985,Dry Van,Produce,FTL,CUST-031,5,359.69,2674.19,2362.04,1
2024-09-16,"Chicago, IL","Atlanta, GA",720,34001,Reefer,Automotive Parts,FTL,CUST-013,1,319.28,2799.87,2431.46,1
2024-09-16,"Houston, TX","Memphis, TN",600,40049,Dry Van,Electronics,FTL,CUST-040,6,257.06,1906.98,1612.82,0
2024-09-16,"Portland, OR","Salt Lake City, UT",770,36512,Dry Van,Building Materials,FTL,CUST-012,6,309.49,2536.92,2299.17,1
2024-09-16,"Seattle, WA","Denver, CO",1300,6415,Dry Van,Chemicals,LTL,CUST-037,1,574.13,6078.44,5436.89,0
2024-09-16,"Newark, NJ","Miami, FL",1280,14716,Dry Van,Food & Beverage,LTL,CUST-039,0,547.67,6623.55,6030.8,1
2024-09-17,"Miami, FL","Chicago, IL",1370,40904,Dry Van,Machinery,FTL,CUST-027,3,594.91,4465.09,4088.86,0
2024-09-17,"Dallas, TX","Los Angeles, CA",1400,28387,Flatbed,Building Materials,FTL,CUST-030,1,588.25,4056.27,3668.0,0
2024-09-17,"Los Angeles, CA","Chicago, IL",2000,23592,Dry Van,Electronics,FTL,CUST-047,0,864.25,5196.58,4583.99,1
2024-09-17,"Dallas, TX","Los Angeles, CA",1400,29450,Flatbed,Machinery,FTL,CUST-050,4,641.87,4278.21,4034.29,0
2024-09-17,"Atlanta, GA","Newark, NJ",870,26731,Dry Van,Automotive Parts,FTL,CUST-029,2,357.07,2696.24,2386.27,1
2024-09-17,"Dallas, TX","Los Angeles, CA",1400,32232,Dry Van,General Freight,FTL,CUST-004,4,606.23,3932.92,3425.18,0
2024-09-18,"Phoenix, AZ","Kansas City, MO",1100,37920,Reefer,Electronics,FTL,CUST-020,1,490.39,4570.76,3822.93,0
2024-09-18,"Portland, OR","Salt Lake City, UT",770,8757,Dry Van,Chemicals,LTL,CUST-011,0,334.61,4176.69,3567.09,1
2024-09-18,"San Francisco, CA","Las Vegas, NV",570,10197,Dry Van,Machinery,LTL,CUST-050,1,220.29,3570.62,3104.41,0
2024-09-18,"San Francisco, CA","Las Vegas, NV",570,12696,Reefer,Building Materials,LTL,CUST-045,2,243.2,3726.03,3559.03,1
2024-09-18,"Nashville, TN","Charlotte, NC",400,25673,Dry Van,Chemicals,FTL,CUST-004,2,161.81,1418.5,1307.48,1
2024-09-18,"Houston, TX","Memphis, TN",600,11624,Dry Van,Food & Beverage,LTL,CUST-023,0,263.3,3003.34,2603.14,0
2024-09-18,"Nashville, TN","Charlotte, NC",400,36458,Dry Van,General Freight,FTL,CUST-041,0,180.64,1548.79,1302.58,0
2024-09-18,"Los Angeles, CA","Chicago, IL",2000,25173,Dry Van,General Freight,FTL,CUST-033,2,825.22,5470.86,4770.04,0
2024-09-19,"Los Angeles, CA","Dallas, TX",1400,43299,Dry Van,Chemicals,FTL,CUST-022,14,545.74,3789.83,3387.55,0
2024-09-19,"Dallas, TX","Los Angeles, CA",1400,8348,Reefer,General Freight,LTL,CUST-048,1,563.19,7450.71,6607.52,1
2024-09-19,"Seattle, WA","Denver, CO",1300,29062,Dry Van,Produce,FTL,CUST-016,0,547.0,4249.45,3589.28,0
2024-09-19,"Miami, FL","Chicago, IL",1370,24116,Dry Van,Electronics,FTL,CUST-005,4,557.9,4426.31,4109.58,1
2024-09-19,"Minneapolis, MN","Detroit, MI",690,22340,Flatbed,General Freight,FTL,CUST-034,2,307.58,2369.46,2127.83,1
2024-09-19,"Dallas, TX","Los Angeles, CA",1400,42045,Dry Van,Food & Beverage,FTL,CUST-047,0,577.62,3791.61,3360.97,1
2024-09-19,"Minneapolis, MN","Detroit, MI",690,34262,Dry Van,Electronics,FTL,CUST-033,3,313.74,2224.59,2055.54,0
2024-09-19,"Houston, TX","Memphis, TN",600,43765,Flatbed,Electronics,FTL,CUST-049,2,239.86,2153.14,1799.0,0
2024-09-19,"Portland, OR","Salt Lake City, UT",770,8697,Reefer,Food & Beverage,LTL,CUST-028,5,310.62,4838.8,4465.12,1
2024-09-19,"Seattle, WA","Denver, CO",1300,8445,Dry Van,Produce,LTL,CUST-009,0,609.27,5900.35,5657.9,1
2024-09-20,"San Francisco, CA","Las Vegas, NV",570,23817,Dry Van,Electronics,FTL,CUST-019,0,244.29,2101.37,1838.83,1
2024-09-20,"Atlanta, GA","Newark, NJ",870,4176,Reefer,Automotive Parts,LTL,CUST-046,0,374.98,5660.88,4885.34,0
2024-09-20,"Los Angeles, CA","Dallas, TX",1400,6637,Reefer,Chemicals,LTL,CUST-006,4,641.47,7724.35,6629.3,0
2024-09-20,"Dallas, TX","Los Angeles, CA",1400,8239,Dry Van,Automotive Parts,LTL,CUST-031,1,586.73,5957.72,5428.67,1
2024-09-20,"Portland, OR","Salt Lake City, UT",770,37257,Dry Van,Produce,FTL,CUST-044,0,328.3,2515.46,2196.93,1
2024-09-20,"Portland, OR","Salt Lake City, UT",770,21254,Dry Van,General Freight,FTL,CUST-023,2,335.88,2331.95,2098.49,0
2024-09-20,"San Francisco, CA","Las Vegas, NV",570,28548,Reefer,Automotive Parts,FTL,CUST-001,1,221.24,2496.2,2209.31,1
2024-09-20,"Houston, TX","Memphis, TN",600,23397,Flatbed,Chemicals,FTL,CUST-013,0,251.89,1950.53,1749.43,1
2024-09-20,"Portland, OR","Salt Lake City, UT",770,28934,Dry Van,General Freight,FTL,CUST-010,3,313.27,2412.99,2056.41,0
2024-09-20,"Minneapolis, MN","Detroit, MI",690,20528,Dry Van,Chemicals,FTL,CUST-027,7,280.01,2085.04,1947.08,0
2024-09-21,"Los Angeles, CA","Chicago, IL",2000,24337,Dry Van,Chemicals,FTL,CUST-035,3,799.99,5482.07,4840.01,0
2024-09-21,"Houston, TX","Memphis, TN",600,3528,Reefer,Food & Beverage,LTL,CUST-018,3,228.66,3382.14,3236.84,0
2024-09-21,"Los Angeles, CA","Chicago, IL",2000,33966,Flatbed,Automotive Parts,FTL,CUST-014,2,847.51,5750.63,5393.34,1
2024-09-21,"Atlanta, GA","Newark, NJ",870,41731,Dry Van,Machinery,FTL,CUST-014,2,382.16,2675.87,2353.07,0
2024-09-21,"Portland, OR","Salt Lake City, UT",770,29549,Dry Van,Building Materials,FTL,CUST-034,3,331.93,2476.48,2174.69,0
2024-09-21,"Phoenix, AZ","Kansas City, MO",1100,7288,Dry Van,Machinery,LTL,CUST-018,0,443.93,5159.07,4692.25,0
2024-09-21,"Denver, CO","Houston, TX",1050,32796,Dry Van,General Freight,FTL,CUST-028,2,445.53,2957.59,2615.63,1
2024-09-21,"Atlanta, GA","Newark, NJ",870,32547,Flatbed,Electronics,FTL,CUST-010,2,370.37,2914.72,2632.44,1
2024-09-21,"Dallas, TX","Los Angeles, CA",1400,4130,Flatbed,Produce,LTL,CUST-022,2,603.33,6815.08,6431.31,0
2024-09-21,"Atlanta, GA","Newark, NJ",870,37507,Reefer,Building Materials,FTL,CUST-045,3,387.2,3332.17,3087.55,0
2024-09-21,"Atlanta, GA","Newark, NJ",870,41477,Dry Van,Chemicals,FTL,CUST-048,8,350.29,2625.16,2403.59,0
2024-09-21,"Minneapolis, MN","Detroit, MI",690,41997,Dry Van,Chemicals,FTL,CUST-038,0,294.46,2314.45,2012.02,0
2024-09-21,"Nashville, TN","Charlotte, NC",400,11761,Dry Van,Produce,LTL,CUST-026,0,176.52,2249.19,1943.42,1
2024-09-22,"Nashville, TN","Charlotte, NC",400,13017,Reefer,Automotive Parts,LTL,CUST-039,3,151.37,2552.68,2307.35,0
2024-09-22,"Chicago, IL","Atlanta, GA",720,23787,Dry Van,General Freight,FTL,CUST-028,3,309.93,2067.78,1954.21,1
2024-09-22,"Los Angeles, CA","Chicago, IL",2000,24755,Dry Van,Produce,FTL,CUST-045,7,859.68,5143.13,4452.41,0
2024-09-22,"Minneapolis, MN","Detroit, MI",690,13702,Reefer,Produce,LTL,CUST-022,1,295.45,4096.6,3599.14,0
2024-09-22,"Los Angeles, CA","Chicago, IL",2000,32221,Dry Van,Building Materials,FTL,CUST-018,1,890.66,5869.56,5112.08,1
2024-09-22,"Nashville, TN","Charlotte, NC",400,3800,Reefer,Machinery,LTL,CUST-040,1,170.67,2886.0,2595.31,1
2024-09-22,"Chicago, IL","Atlanta, GA",720,10859,Dry Van,Food & Beverage,LTL,CUST-046,0,309.39,3475.0,3200.93,1
2024-09-22,"Chicago, IL","Atlanta, GA",720,24921,Dry Van,Machinery,FTL,CUST-005,1,314.13,2196.91,1968.31,1
2024-09-22,"Dallas, TX","Los Angeles, CA",1400,14271,Flatbed,Produce,LTL,CUST-031,1,581.01,6844.51,6275.0,1
2024-09-23,"Portland, OR","Salt Lake City, UT",770,8781,Reefer,Electronics,LTL,CUST-004,1,336.78,4699.58,4292.44,0
2024-09-23,"Atlanta, GA","Newark, NJ",870,27296,Dry Van,Produce,FTL,CUST-032,0,348.01,2824.04,2422.65,0
2024-09-23,"Los Angeles, CA","Dallas, TX",1400,40397,Reefer,General Freight,FTL,CUST-023,0,603.41,4512.71,4138.48,1
2024-09-23,"Denver, CO","Houston, TX",1050,39606,Dry Van,Produce,FTL,CUST-036,7,407.04,2710.51,2479.41,0
2024-09-23,"Seattle, WA","Denver, CO",1300,22920,Dry Van,Produce,FTL,CUST-006,6,528.18,4077.79,3452.52,0
2024-09-23,"Los Angeles, CA","Dallas, TX",1400,5516,Dry Van,Automotive Parts,LTL,CUST-007,4,613.35,5945.62,5436.77,1
2024-09-23,"Dallas, TX","Los Angeles, CA",1400,37672,Reefer,Food & Beverage,FTL,CUST-050,4,536.89,4512.28,3825.66,0
2024-09-24,"Nashville, TN","Charlotte, NC",400,8013,Dry Van,Produce,LTL,CUST-050,0,173.24,2389.18,2006.41,1
2024-09-24,"Chicago, IL","Atlanta, GA",720,40604,Dry Van,General Freight,FTL,CUST-001,8,298.09,2189.92,1967.89,0
2024-09-24,"Atlanta, GA","Newark, NJ",870,43314,Reefer,Automotive Parts,FTL,CUST-022,3,326.06,3062.26,2892.98,1
2024-09-24,"Houston, TX","Memphis, TN",600,6017,Dry Van,Electronics,LTL,CUST-030,0,267.13,3003.24,2657.53,0
2024-09-24,"Los Angeles, CA","Dallas, TX",1400,38216,Reefer,Automotive Parts,FTL,CUST-028,2,597.27,4376.09,4015.31,1
2024-09-24,"San Francisco, CA","Las Vegas, NV",570,7438,Reefer,Machinery,LTL,CUST-040,1,245.4,4255.18,4008.82,0
2024-09-24,"Phoenix, AZ","Kansas City, MO",1100,22849,Dry Van,Chemicals,FTL,CUST-032,0,464.36,3238.18,2987.0,0
2024-09-24,"Dallas, TX","Los Angeles, CA",1400,40570,Dry Van,Machinery,FTL,CUST-014,2,634.54,3947.11,3539.76,0
2024-09-25,"Denver, CO","Houston, TX",1050,7094,Dry Van,Food & Beverage,LTL,CUST-050,0,456.47,4851.34,4595.91,1
2024-09-25,"Seattle, WA","Denver, CO",1300,40754,Dry Van,Automotive Parts,FTL,CUST-048,10,548.41,4177.65,3457.26,0
2024-09-25,"Miami, FL","Chicago, IL",1370,14507,Dry Van,Chemicals,LTL,CUST-031,3,613.23,7498.16,6541.25,0
2024-09-25,"Minneapolis, MN","Detroit, MI",690,14082,Dry Van,Automotive Parts,LTL,CUST-024,1,275.3,3386.56,3146.14,0
2024-09-25,"Los Angeles, CA","Dallas, TX",1400,28528,Dry Van,Machinery,FTL,CUST-021,1,588.03,3818.01,3457.96,0
2024-09-25,"Los Angeles, CA","Chicago, IL",2000,24366,Dry Van,Machinery,FTL,CUST-032,2,880.23,5549.68,4772.51,0
2024-09-25,"Minneapolis, MN","Detroit, MI",690,41457,Dry Van,Building Materials,FTL,CUST-003,5,287.16,2314.12,1963.91,0
2024-09-25,"Phoenix, AZ","Kansas City, MO",1100,30838,Dry Van,Electronics,FTL,CUST-036,0,459.63,3697.98,3085.33,0
2024-09-26,"Phoenix, AZ","Kansas City, MO",1100,20135,Reefer,Building Materials,FTL,CUST-020,2,459.49,4271.08,3802.28,1
